,name,address,kurtosis_oxygen,pregnant,education-num,relationship,skewness_glucose,mean_glucose,std_oxygen,capital-gain,skewness_oxygen,kurtosis_glucose,personal_info,education,fnlwgt,class,std_glucose,income,mean_oxygen,hours-per-week,capital-loss
2156,James Tenney,"551 Alexandra Meadow
Jessicaville, WV 14844",0.895259543,f,9.0, Not-in-family,2.628986771,64.2734375,81.38336707,0.0,-0.633357674,1.816040308,"Sales|United-States
Divorced -- Private|White", HS-grad,278039.0,1.0,52.70195010000001, <=50K,64.56521739,60.0,0.0
2157,James Miller,"169 Lane Ridges
Parkerberg, LA 23953",6.707951727999999,f,14.0, Husband,1.3895530740000002,100.4609375,22.05238931,0.0,49.01011952,0.470312296,"Craft-repair|United-States
Married-civ-spouse -- Self-emp-not-inc|White", Masters,132925.0,0.0,39.43663873, >50K,3.8043478260000003,40.0,0.0
2158,Shane Licudine,"PSC 7827, Box 7056
APO AE 78312",16.58796639,f,11.0, Husband,0.19057915600000008,143.7109375,9.935542807000001,0.0,371.45289260000004,-0.19388498899999998,"Craft-repair|United-States
Married-civ-spouse -- Self-emp-not-inc|White", Assoc-voc,57452.0,0.0,47.21959212, >50K,1.191471572,40.0,0.0
2159,Thomas Bowman,"7974 Rodriguez Ridge
New Eugeneview, PA 93219",-0.11736604,f,9.0, Not-in-family,27.99670281,30.5234375,79.56794868,0.0,-1.0032461529999999,4.775271827,"Craft-repair|United-States
Separated -- Private|White", HS-grad,273514.0,1.0,30.16257119, <=50K,116.6897993,40.0,0.0
2160,Alan Jackson,"944 Ellis Throughway Apt. 481
Shepherdtown, OH 77434",8.930296293,f,13.0, Husband,-0.39273735200000004,123.9609375,17.11934883,0.0,90.44345863,0.290871223,"Prof-specialty|United-States
Married-civ-spouse -- Private|White", Bachelors,199058.0,0.0,56.22560615, >50K,2.2533444819999997,60.0,0.0
2161,Michael Bernard,"9344 Fischer Fork
Jasonshire, VT 25451",6.0389386179999995,f,-900.0, Not-in-family,9.069668714,57.09375,29.25255443,0.0,37.19579402,2.359459563,"Craft-repair|United-States
Divorced -- Private|White", HS-grad,207677.0,1.0,39.25486385, <=50K,5.211538462,30.0,0.0
2162,Miguel Thomas,"68133 Cowan Summit Suite 040
West Matthewburgh, WA 55346",1.462897272,f,9.0, Not-in-family,6.749524537,69.109375,66.00630676,0.0,1.2531688570000001,2.180833484,"Farming-fishing|United-States
Never-married -- Private|White", HS-grad,169031.0,1.0,42.07066867, <=50K,44.17892977,40.0,0.0
2163,Kenneth Cilek,"78514 Brenda Point Apt. 959
Collinsshire, SC 23489",3.257488548,f,15.0, Husband,-0.044521599,116.546875,49.28823064,15024.0,9.060537849,0.235983685,"Prof-specialty|United-States
Married-civ-spouse -- federal-gov|White", Prof-school,42900.0,0.0,45.92807886, >50K,14.47575251,50.0,0.0
2164,Shane Hewitt,"33612 Burnett Path Apt. 667
North Linda, MD 09737",12.07332548,f,, Own-child,-0.274806276,138.8203125,12.31471485,0.0,188.24632340000002,-0.170722812,"Other-service|United-States
Never-married -- Private|White", HS-grad,150296.0,0.0,53.15343851, <=50K,1.5284280940000001,32.0,0.0
2165,William Morago,"609 Matthew Causeway Apt. 234
Lake Victoriamouth, KY 04432",16.1560225,f,16.0, Other-relative,-0.24513992,125.9765625,13.12899545,10520.0,270.6338215,-0.062894058,"Prof-specialty|United-States
Divorced -- Private|White", Doctorate,145333.0,0.0,56.15456694, >50K,0.89632107,50.0,0.0
2166,William Boscio,"1150 Burgess Fall Suite 448
Amandaside, NY 05182",16.631092199999998,FALSE,, Not-in-family,0.770760132,108.890625,12.69715547,0.0,285.4657254,0.503959397,"Craft-repair|United-States
Divorced -- Private|White", Some-college,152373.0,0.0,44.61278446, >50K,0.798494983,48.0,0.0
2167,Benjamin Nathaniel,"PSC 8666, Box 4951
APO AP 97206",5.529552206,f,9.0, Not-in-family,1.611199975,108.34375,28.19667834,0.0,32.21442882,0.42301654299999997,"Farming-fishing|United-States
Divorced -- self-emp-not-inc|White", HS-grad,174752.0,0.0,37.30646674, <=50K,5.5409699,40.0,0.0
2168,Nicholas Simeon,"153 Joseph Prairie Suite 778
South Matthew, AK 28174",8.875037583,f,10.0, Husband,1.564413195,95.8125,19.43955378,0.0,84.46929592,0.894679694,"Exec_managerial|United-States
Married-civ-spouse -- Private|White", Some-college,33521.0,0.0,39.2517416, >50K,2.469899666,40.0,0.0
2169,James Anderson,"070 Patterson Heights
Patelstad, NM 10093",-1.055381367,f,10.0, Own-child,-0.36029844299999997,127.34375,68.10177381,0.0,0.051770696,-0.17807892399999994,"?|United-States
Never-married -- ?|White", Some-college,121023.0,0.0,51.45711769, <=50K,152.6488294,40.0,0.0
2170,Carlos Coffee,"87970 Eric Trail
Reginaside, RI 41013",6.557773509,,10.0, Not-in-family,0.266472146,,,0.0,45.73978212,0.264827081,"Other-service|United-States
Never-married -- Private|White", Some-college,213385.0,0.0,48.41622265, <=50K,4.383779264,20.0,0.0
2171,Edwin Lemoyne,"437 Floyd Corners
Wesleyfurt, VA 78009",1.239048946,f,11.0, Not-in-family,34.31211675,21.5703125,63.06510818,0.0,0.847647921,5.661067337,"Other-service|United-States
Never-married -- Private|White", Assoc-voc,197613.0,1.0,30.87137722, <=50K,52.07859532,30.0,0.0
2172,Barry Scovil,"558 Kimberly Prairie
Daisyton, ND 36753",5.9853744189999984,f,10.0, Own-child,1.035147359,91.2578125,27.51515306,0.0,37.33110306,0.6261862739999999,"Handlers-cleaners|United-States
Never-married -- private|White", Some-college,258517.0,0.0,43.64438074, <=50K,5.064381271,25.0,0.0
2173,Merle Garcia,"297 Donna Rue
Port Ernest, TX 94624",7.4345777339999986,f,16.0, Husband,-0.395729262,127.5703125,24.7504697,99999.0,56.24746889,-0.02729173,"Prof-specialty|United-States
Married-civ-spouse -- Self-emp-inc|White", Doctorate,334273.0,1.0,52.57742559, >50K,3.480769231,65.0,0.0
2174,Ronald Lopez,"36942 Maria Meadows Suite 801
Lake Jamie, IN 28221",1.740970967,f,9.0, Own-child,-0.375884674,147.3515625,56.72964767,0.0,1.5499614869999998,-0.5055790960000001,"Farming-fishing|United-States
Never-married -- Private|White", HS-grad,353696.0,0.0,56.18379296, <=50K,28.22491639,40.0,0.0
2175,Larry Braswell,"205 Hernandez Plaza
South Ryanville, SD 87544",14.13342428,f,9.0, Husband,3.485344757,92.7734375,12.6102813,0.0,224.1443857,0.602240652,"Exec-managerial|United-States
Married-civ-spouse -- private|White", HS-grad,368561.0,0.0,34.00579336, >50K,1.086956522,55.0,0.0
2176,Dusty Lochrico,"78283 Oliver Hills Apt. 730
Michaelaside, CO 58582",-0.07153223,f,1000.0, Husband,1.783832555,77.8671875,92.76053054,20051.0,-1.630271779,1.625574558,"Exec-managerial|United-States
?? -- Self-emp-inc|White", Some-college,118119.0,1.0,57.32205769, >50K,108.2583612,50.0,0.0
2177,Tim Correy,"2512 Daniel Ports
Port Michelle, WA 48185",-0.300457387,F,10.0, Husband,-0.9363921609999999,126.0,91.53156964,0.0,-1.607770277,-0.14200562,"Sales|United-States
Married-civ-spouse -- Private|White", Some-college,206351.0,0.0,66.49471314, <=50K,118.32357859999999,40.0,0.0
2178,Zane Bottorff,"71075 Taylor Summit
South Kevinside, MD 24906",12.30705156,f,-900.0, Husband,0.448600514,123.046875,12.33787546,0.0,191.1924622,0.165225812,"Machine-op-inspct|United-States
Married-civ-spouse -- Private|White", HS-grad,250782.0,0.0,41.68630234, <=50K,1.3704013380000002,48.0,0.0
2179,Samuel Heard,"8626 Tucker Rapids
Port Brittany, VA 02504",10.65636536,f,9.0, Unmarried,1.037301669,97.796875,18.71788042,0.0,125.5492152,0.6032034079999999,"Protective-serv|United-States
Divorced -- Local-gov|White", HS-grad,154891.0,0.0,44.45158170000001, <=50K,2.313545151,52.0,0.0
2180,Timothy Broady,"PSC 7543, Box 4815
APO AE 46772",8.074870162,f,-700.0, Unmarried,1.290223573,89.4375,18.90254419,0.0,71.31761612,0.561311955,"Other-service|United-States
Separated -- Private|Black", 11th,340599.0,1.0,40.4904985, <=50K,2.62541806,40.0,0.0
2181,Joe Mcdonald,"5364 Mark Mountains
East Charles, MA 86684",0.115883054,f,9.0, Husband,20.29698008,36.7109375,74.62119531,0.0,-0.819637695,4.363306569,"Farming-fishing|United-States
Married-civ-spouse -- Self-emp-inc|White", HS-grad,64506.0,1.0,38.26024216, <=50K,107.2123746,50.0,0.0
2182,Cary Vogt,"87607 Young Summit
Port Ryan, KS 18069",7.9163986689999986,f,9.0, Husband,-0.260816314,136.796875,21.46656611,0.0,69.47033025,-0.264543146,"Sales|United-States
?? -- private|White", HS-grad,34248.0,0.0,52.07016891, <=50K,3.5091973239999996,50.0,0.0
2183,Joe Hendrix,"Unit 5999 Box 6532
DPO AE 27157",-0.057971939000000014,FALSE,9.0, Husband,21.07219852,24.3359375,65.61393188,0.0,-0.245258513,4.578984354,"Exec-managerial|United-States
Married-civ-spouse -- Self-emp-inc|White", HS-grad,127111.0,1.0,36.94025526, <=50K,122.5083612,50.0,0.0
2184,Louis Hiner,"398 Adams Ford Suite 437
Port Rebekahmouth, HI 58362",6.384963147000001,f,9.0, Husband,-0.303184627,125.7421875,29.66452882,0.0,41.36215101,0.19700455100000008,"Craft-repair|Mexico
Married-civ-spouse -- Private|Other", HS-grad,245487.0,0.0,55.70208789, <=50K,4.951505017,40.0,0.0
2185,Christopher Harrison,"392 Sullivan Overpass
North James, NE 07664",11.59281544,f,, Not-in-family,0.263967911,151.8671875,11.83835623,0.0,194.5144174,-0.392350934,"Other-service|United-States
Never-married -- Private|White", 10th,100054.0,0.0,44.65166764, <=50K,1.9105351169999998,40.0,0.0
2186,Daniel Martinez,"2919 Nancy Common
Grahamburgh, SC 98783",10.04901714,f,, Unmarried,-0.60977995,122.546875,16.7402207,0.0,115.42002509999999,0.067254969,"Craft-repair|United-States
Widowed -- Private|Black", HS-grad,201928.0,0.0,56.70356847, <=50K,2.2257525080000002,40.0,0.0
2187,Richard Wilson,"75397 Joseph Villages
Bradleymouth, SD 17824",18.34727978,f,9.0, Own-child,1.41609128,92.515625,10.05649679,0.0,392.4687293,0.456172209,"Other_service|United-States
Never-married -- Private|White", HS-grad,162002.0,0.0,40.16216822, <=50K,0.704013378,35.0,0.0
2188,Alton Eisele,"50060 Terri Rapids Suite 575
New Michael, WY 05780",14.93961246,f,, Husband,0.492998063,112.2578125,10.33697336,0.0,315.89583839999995,0.05272765099999999,"Exec-managerial|United-States
Married-civ-spouse -- Self-emp-inc|White", Some-college,204470.0,0.0,41.42939138, >50K,1.388795987,36.0,0.0
2189,Stanley Forrest,"9532 Jesse Roads Suite 253
North Toni, NC 74183",10.19556962,f,13.0, Own-child,-0.21277078800000002,138.890625,15.43296956,0.0,121.16648470000001,-0.028839197999999996,"Sales|United-States
Never-married -- Private|White", Bachelors,239390.0,0.0,47.88809129, <=50K,1.960702341,18.0,0.0
2190,Edward Wilson,"01757 Melissa Forest
North David, MD 54561",9.68587082,f,10.0, Husband,-0.483954786,137.671875,15.44248339,0.0,108.75860530000001,-0.006741335,"Machine-op-inspct|Philippines
Married-civ-spouse -- Private|Asian-Pac-Islander", Some-college,193260.0,0.0,52.63807875, <=50K,1.9155518390000001,40.0,0.0
2191,Travis Chambers,"2392 John Inlet Apt. 371
East Glenn, CA 44451",9.210403985,f,9.0, Husband,0.164391323,100.4296875,17.64660819,0.0,99.39401087,0.39797487,"Craft-repair|United-States
Married-civ-spouse -- Private|White", HS-grad,79324.0,0.0,46.22764385, >50K,2.605351171,40.0,0.0
2192,James Schmidt,"518 Aaron Ville Apt. 509
Williamsland, MO 59823",5.595847665,f,10.0, Not-in-family,-0.39196645,125.4921875,26.73846242,0.0,35.95765076,0.208885568,"Machine_op_inspct|United-States
Never-married -- Private|White", Some-college,208946.0,0.0,56.57130402, <=50K,6.483277592,40.0,0.0
2193,Jose Drew,"6358 Brandon Field Suite 082
Martinfort, HI 36267",11.20698538,f,15.0, Husband,1.626215652,87.359375,12.32373922,0.0,175.2216541,0.9210216459999999,"Prof-specialty|United-States
Married-civ-spouse -- Private|White", Prof-school,109814.0,0.0,44.80090233, >50K,1.8996655519999999,45.0,1977.0
2194,Randy Collinsworth,"9151 Curtis Estates
Donaldport, TX 58086",2.254384215,f,14.0, Husband,4.742252088,67.6875,60.71798274,0.0,3.9354132560000004,1.570719175,"Prof-specialty|United-States
Married-civ-spouse -- Private|White", Masters,70088.0,1.0,41.47622625, >50K,28.18645485,40.0,0.0
2195,Eric Marquez,"USS Golden
FPO AP 12414",7.543437633,f,6.0, Own-child,-0.064933566,109.75,18.15173802,0.0,68.2990494,0.338881417,"Other-service|United-States
Never-married -- Private|White", 10th,41865.0,0.0,53.0765956, <=50K,3.307692308,25.0,0.0
2196,Michael Nyman,"4910 John Inlet Suite 997
Billview, ND 87446",9.289008901,f,9.0, Other-relative,-0.12934332199999998,115.15625,21.17554032,0.0,93.01545005,0.389621738,"Adm-clerical|United-States
Married-civ-spouse -- Private|White", HS-grad,217421.0,1.0,54.41326778, <=50K,3.1337792639999997,40.0,0.0
2197,James Farrey,"374 Evans Cape
Port Lisa, DE 68466",5.834901687,f,9.0, Own-child,0.05934772,99.015625,22.30520374,0.0,36.77571013,0.358964327,"Machine-op-inspct|United-States
Never-married -- Self-emp-inc|White", HS-grad,182200.0,0.0,49.71983765, <=50K,4.157190635,30.0,0.0
2198,Josue Agee,"3013 Lauren Inlet
East Henrytown, FL 89722",22.33270696,f,1000.0, Husband,-0.564329964,127.609375,8.985406668,0.0,571.1691565,-0.044194196,"Machine-op-inspct|United-States
Married-civ-spouse -- Private|White", Some-college,206066.0,0.0,53.50937920000001, <=50K,0.5275919729999999,40.0,0.0
2199,Gregory Vandeventer,"Unit 5962 Box 4708
DPO AE 03590",22.43220606,f,12.0, Husband,0.751712906,166.5546875,9.733834152,0.0,532.6815624,-1.2516038059999999,"Adm-clerical|United-States
Married-civ-spouse -- Private|White", Assoc-acdm,305647.0,0.0,58.50651788, >50K,0.564381271,40.0,0.0
2200,Justin Reed,"07399 Rodriguez Springs
Perkinston, ME 56552",5.780767214,f,9.0, Own-child,1.067852792,110.03125,29.45604294,0.0,34.08640379,0.550695974,"Adm-clerical|United-States
Never-married -- Private|White", HS-grad,191271.0,0.0,41.78290947, <=50K,5.535117057000001,40.0,0.0
2201,Ernest Valles,"698 Miller Gateway Apt. 970
Clayside, ND 13457",3.960912434,f,9.0, Not-in-family,0.346604484,129.96875,39.15448667,0.0,14.84335721,-0.17738750600000006,"Other-service|United-States
Divorced -- Private|White", HS-grad,187167.0,0.0,43.07641058, <=50K,10.02424749,35.0,0.0
2202,Brian Damore,"9686 Benjamin Estates Apt. 949
Lake Lisaview, HI 44577",0.69418283,f,13.0, Wife,1.282972152,58.2890625,74.79158626,7688.0,-0.956568161,1.518781895,"Prof-specialty|United-States
Married-civ-spouse -- Private|White", Bachelors,111398.0,0.0,64.09272486, >50K,98.96488294,40.0,0.0
2203,Harvey Virtue,"536 Brenda Extension Suite 383
Davidfurt, MO 69870",7.6771816039999985,f,-1000.0, Not-in-family,-0.614574233,124.0390625,19.80085532,0.0,64.38731698,0.083600686,"Adm-clerical|United-States
Divorced -- federal-gov|White", Some-college,439608.0,0.0,55.96768073, <=50K,2.8971571910000002,40.0,0.0
2204,Kenneth Holliman,"36777 Pratt Canyon Suite 228
Lynchburgh, OR 93758",6.0038319179999995,f,9.0, Unmarried,0.26894675100000004,122.03125,27.77449032,0.0,38.6238054,-0.123625206,"?|United-States
Never-married -- ?|Black", HS-grad,246386.0,0.0,45.80545435, <=50K,5.238294314,40.0,0.0
2205,Jack Shortridge,"0016 Jones Mount Suite 677
Coopermouth, IL 08413",7.240796922,f,9.0, Wife,-0.083599689,112.84375,22.60171042,0.0,54.81113215,0.074551957,"Adm-clerical|United-States
nan -- private|White", HS-grad,199191.0,0.0,49.0513821, <=50K,3.410535117,30.0,0.0
2206,Richard Vargas,"79011 Lori Point
New Juanland, OR 99480",3.988348105,f,9.0, Husband,17.46691455,47.75,43.12480166,0.0,15.50156328,3.431930368,"Protective-serv|United-States
?? -- State-gov|White", HS-grad,239409.0,1.0,32.25896193, <=50K,11.77090301,50.0,0.0
2207,Earl Montgomery,"4363 Stephanie River
Chrismouth, UT 75151",9.00258165,f,13.0, Own-child,0.515421885,122.9609375,19.87310677,0.0,84.51841005,0.168025142,"Prof-specialty|United-States
Never-married -- private|White", Bachelors,127610.0,0.0,45.2709555, <=50K,2.3762541809999997,15.0,0.0
2208,Dennis Tuttle,"8110 Allen Island Apt. 242
Jameston, KY 67388",5.536053755,f,10.0, Own-child,0.20427132,106.0625,29.58794333,0.0,32.555276,0.385463011,"Adm-clerical|United-States
Never-married -- Private|White", Some-college,386705.0,0.0,48.91219013, <=50K,6.168896321,24.0,0.0
2209,Brent Saulnier,"202 George Isle
North Joseph, DE 03726",11.18248467,f,14.0, Husband,0.242227036,121.5,14.87396003,15024.0,143.1162165,0.131233785,"Exec-managerial|?
Married-civ-spouse -- Private|Asian-Pac-Islander", Masters,120781.0,0.0,43.90009966, >50K,1.623745819,40.0,0.0
2210,John Fallin,"66332 Sheri Port
Nicoleville, PA 29959",2.113520797,F,3.0, Husband,-0.037319412999999996,118.640625,64.14171077,0.0,3.05532806,0.192504745,"Machine-op-inspct|Mexico
Married-civ-spouse -- Private|White", 5th-6th,278736.0,0.0,52.64188185, <=50K,28.86204013,40.0,0.0
2211,Ignacio Walker,"57403 Kelsey Key
West Charles, CT 48025",22.73564204,f,6.0, Own-child,-0.688680996,132.9296875,9.263483658,0.0,567.1601400000002,-0.436386591,"Handlers-cleaners|United-States
Never-married -- Private|White", 10th,128617.0,0.0,60.86770793, <=50K,0.614548495,26.0,0.0
2212,Heriberto Bazemore,"PSC 2031, Box 9334
APO AA 54662",10.25611644,f,9.0, Husband,1.6110286130000002,77.78125,15.65294141,0.0,121.85217450000002,0.760277605,"Craft-repair|Mexico
nan -- Private|White", HS-grad,245090.0,0.0,41.38556087, <=50K,1.889632107,40.0,0.0
2213,Kenneth Ward,"6133 Linda Mission
New Jonathan, IA 99292",5.376841692,f,1000.0, Not-in-family,0.458142375,100.6015625,24.70887477,0.0,30.93481785,0.24920236199999998,"Other-service|?
Separated -- Private|Black", Some-college,59313.0,0.0,45.04534865, <=50K,5.115384615,40.0,0.0
2214,Joseph Garcia,"PSC 4697, Box 4338
APO AP 99511",5.411043052,t,9.0, Own-child,-0.395483274,140.09375,31.7256332,0.0,29.15179729,0.028291200000000002,"Other-service|United-States
Never-married -- Private|Black", HS-grad,343506.0,0.0,53.87781859, <=50K,6.1831103679999995,40.0,0.0
2215,Melvin Ferullo,"09184 Taylor Garden Suite 918
East Michael, MO 73434",8.289888515,f,9.0, Not-in-family,-0.378955989,119.4453125,17.929756899999994,0.0,81.34651657,0.012830273,"Adm-clerical|United-States
Divorced -- Private|White", HS-grad,195638.0,0.0,53.14305702, <=50K,2.932274247,40.0,0.0
2216,Ronnie Traylor,"58934 Hernandez Prairie Suite 544
Hoffmantown, NH 64421",10.13010001,f,14.0, Husband,1.689406634,94.6015625,13.89710734,0.0,133.3467684,0.6067621360000001,"Prof-specialty|United-States
Married-civ-spouse -- State-gov|White", Masters,204461.0,0.0,38.04465712, >50K,2.002508361,50.0,0.0
2217,Wayne Elliott,"022 Deborah Ranch Suite 819
Harveymouth, KS 66368",2.45236426,f,, Husband,0.0708385,106.9375,62.03452022,0.0,4.601263057,0.693495497,"Prof-specialty|United-States
Married-civ-spouse -- Self-emp-inc|White", Prof-school,311231.0,1.0,54.51802311, >50K,24.21655518,50.0,1485.0
2218,Eduardo Zediker,"27132 Johnson Haven
East Jenniferhaven, MN 09718",3.013749832,F,13.0, Husband,28.36968049,45.953125,54.24102778,0.0,8.21314785,4.720774703,"Prof-specialty|United-States
Married-civ-spouse -- Private|White", Bachelors,273230.0,1.0,28.11690422, <=50K,19.48076923,90.0,0.0
2219,Jeff Glass,"597 Michelle Inlet
Pennybury, HI 29926",1.5688930719999998,f,6.0, Husband,22.90804391,40.3046875,65.72739922,0.0,1.573680409,4.397312122,"Handlers-cleaners|United-States
Married-civ-spouse -- private|Amer-Indian-Eskimo", 10th,34066.0,1.0,33.34421769, <=50K,43.76839465,40.0,0.0
2220,Harold Hendriks,"8702 Vincent Square
New Jerryfurt, CO 30614",4.328753001,f,6.0, Husband,0.246588246,110.6875,30.56687416,0.0,19.29252425,0.33231022600000004,"Handlers-cleaners|Mexico
Married-civ-spouse -- Private|White", 10th,272913.0,0.0,47.69757429999999, <=50K,7.668060201,30.0,0.0
2221,James Randle,"0866 Richards Drive Apt. 377
Michaelshire, AK 60511",3.8550911230000002,f,12.0, Husband,-0.45003827,127.765625,37.99222837,0.0,14.37854876,-0.044010596,"Tech-support|United-States
nan -- Private|White", Assoc-acdm,90614.0,0.0,55.74852638, <=50K,10.37959866,10.0,2042.0
2222,Joseph Nance,"2440 Haynes Ferry
Samuelstad, RI 51752",7.201465495,F,4.0, Unmarried,0.26993137100000003,101.96875,19.18334597,0.0,62.03406397,0.538338094,"Priv-house-serv|United-States
Widowed -- Private|White", 7th-8th,142646.0,0.0,51.31260467, <=50K,3.629598662,23.0,0.0
2223,Paul Karas,"5486 Rosales Plain
Collierfurt, OR 27682",12.71383638,f,6.0, Husband,1.261039799,106.9609375,11.71200677,0.0,215.23754190000002,0.238104896,"Sales|United-States
Married-civ-spouse -- Self-emp-not-inc|White", 10th,122493.0,0.0,36.39956266, >50K,1.58361204,40.0,1887.0
2224,Herbert Smith,"5715 Boyd Shores Apt. 284
West Carlamouth, FL 14733",8.829857636,f,1000.0, Husband,0.7721811740000001,108.640625,22.76797373,0.0,84.04864102,0.8064669809999999,"Craft-repair|United-States
Married-civ-spouse -- Self-emp-not-inc|White", Some-college,89942.0,0.0,47.52642922, <=50K,3.461538462,40.0,0.0
2225,Richard Cordon,"07130 Brenda Pike Apt. 833
Nicholasburgh, RI 17523",6.296333865,f,10.0, Husband,0.176994161,124.09375,27.24823737,0.0,40.38084144,0.165124228,"Prof-specialty|United-States
Married-civ-spouse -- Private|White", Some-college,103931.0,0.0,48.62217818, <=50K,4.6329431439999995,40.0,0.0
2226,Justin Murillo,"5774 Sarah Tunnel
Port Joshua, IA 10792",8.423920152,f,10.0, Husband,-0.184167183,124.953125,15.71864999,0.0,91.36646995,0.234961489,"Craft-repair|United-States
nan -- Private|White", Some-college,143058.0,0.0,50.65105184, <=50K,2.8837792639999997,40.0,0.0
2227,Bobby Burns,"8038 Jerome Inlet
West Jason, NM 49841",4.491572605,f,10.0, Husband,-0.299857306,132.890625,29.64647541,0.0,21.52476307,0.060033025999999996,"Craft-repair|United-States
Married-civ-spouse -- Private|White", Some-college,289731.0,0.0,52.51952529, <=50K,7.335284281,40.0,0.0
2228,Alonzo Rodgers,"Unit 8917 Box 8236
DPO AP 90222",6.692452918,f,14.0, Not-in-family,0.16781985100000002,107.109375,22.73106656,0.0,48.02579684,0.208863921,"Prof-specialty|United-States
Separated -- State-gov|White", Masters,188386.0,0.0,45.8293769, <=50K,4.010869565,38.0,0.0
2229,George West,"716 Peggy Road Suite 884
Gaymouth, GA 33169",0.7863448000000001,t,14.0, Husband,9.469617465,57.7109375,89.19348876,0.0,-1.025980246,2.50720485,"Exec-managerial|United-States
Married-civ-spouse -- Private|White", Masters,193815.0,1.0,39.78244595, >50K,67.61120401,45.0,0.0
2230,John Hsu,"44119 Gibson Village
South Jeffrey, MD 21163",10.77619054,f,-900.0, Husband,0.127416627,117.265625,17.53303118,0.0,127.7349475,0.39359371,"Craft-repair|Mexico
Married-civ-spouse -- private|White", HS-grad,412296.0,0.0,46.806196899999996, >50K,2.050167224,35.0,0.0
2231,Milton Magness,"34536 Jillian Port Suite 909
Michaelside, ID 50514",11.2606372,f,13.0, Wife,0.6890284190000001,95.640625,13.33838313,0.0,158.54714919999995,0.495623417,"?|United-States
nan -- ?|White", Bachelors,85077.0,0.0,45.33723194, >50K,1.730769231,20.0,1902.0
2232,Christian Fowler,"Unit 4266 Box 5620
DPO AA 97458",9.967117667,f,, Husband,0.060397707,112.796875,15.72571872,7688.0,119.7982303,0.276302272,"Prof-specialty|United-States
Married-civ-spouse -- Private|White", Bachelors,103986.0,0.0,46.83837892, >50K,2.127090301,39.0,0.0
2233,Jayson Arcement,"PSC 8771, Box 2055
APO AA 63519",1.432434525,f,16.0,,11.01241526,62.9609375,65.57206369,0.0,1.130669269,2.622388619,"Adm-clerical|United-States
Never-married -- Private|White", Doctorate,220754.0,,33.97733674,,48.86705686,40.0,0.0
2234,Roland Wilke,"USNV Gross
FPO AP 38841",11.37724274,f,9.0, Husband,-0.364311461,123.0859375,14.44039424,0.0,162.7030504,0.028715273,"Sales|United-States
Married-civ-spouse -- Private|White", HS-grad,37869.0,0.0,54.23963428, >50K,2.168896321,40.0,1902.0
2235,Jeffrey Mills,"1283 Velasquez Lakes Apt. 874
South Karenfurt, SC 99217",9.03286449,FALSE,12.0, Own-child,0.723140415,113.6171875,21.43557553,0.0,86.463195,0.5076419679999999,"Sales|United-States
Never-married -- Private|White", Assoc-acdm,149809.0,0.0,45.18367396, <=50K,2.7090301,40.0,0.0
2236,Glen Edwards,"94418 Thomas Turnpike Suite 514
North Eugene, AR 59529",11.42224811,f,9.0, Unmarried,0.17898619899999998,135.265625,12.21673026,0.0,181.4022761,-0.012161915,"?|United-States
Divorced -- ?|White", HS-grad,210031.0,0.0,46.27760736, <=50K,1.785953177,40.0,0.0
2237,George Jones,"2313 Dennis Crossroad Suite 964
Jacobberg, ID 61026",11.53809209,f,15.0, Not-in-family,-0.124106157,129.359375,11.90237626,0.0,191.5354055,-0.017550072,"Prof-specialty|United-States
Divorced -- Private|White", Prof-school,106316.0,0.0,50.04930918, <=50K,1.836956522,12.0,0.0
2238,Charles Myers,"98632 Christine Hill Suite 109
Weavertown, VT 10279",7.278727355,f,10.0, Husband,1.627648037,89.0859375,16.89003584,99999.0,68.67160351,0.255870722,"Exec-managerial|United-States
Married-civ-spouse -- Private|White", Some-college,171338.0,0.0,38.99720089, >50K,3.336120401,50.0,0.0
2239,Gregory Weeden,"42716 Harper Track Apt. 629
Mcphersonmouth, DE 66322",1.26781163,F,13.0, Not-in-family,1.9620241669999998,91.984375,90.86816781,0.0,-0.293069512,0.825235154,"Prof-specialty|United-States
Divorced -- State-gov|White", Bachelors,144125.0,1.0,43.81958473, <=50K,51.73913043,40.0,0.0
2240,Daniel Harris,"9401 Simmons Prairie Suite 269
Lake Stevemouth, AR 08617",1.368009225,f,13.0, Not-in-family,11.10489679,44.890625,66.76314225,0.0,0.792437939,3.21315315,"Machine-op-inspct|United-States
Never-married -- Private|White", Bachelors,208379.0,1.0,41.57847144, <=50K,44.36538462,8.0,0.0
2241,Richard Robinson,"656 Megan Islands Suite 803
Catherinebury, AR 06223",8.447488171,f,13.0, Husband,-0.39352103299999996,130.921875,15.882878,0.0,88.02420954,0.188709348,"Prof_specialty|United-States
Married-civ-spouse -- private|White", Bachelors,167761.0,0.0,54.6087804, >50K,2.565217391,50.0,0.0
2242,Martin Simmons,"3904 Melissa Crescent
Glenberg, FL 30358",6.9152020389999995,f,7.0, Not-in-family,1.285554079,87.03125,19.00942126,0.0,57.16083048,0.597317678,"Other-service|United-States
Divorced -- Private|White", 11th,173804.0,0.0,40.71987719, <=50K,3.547658863,40.0,0.0
2243,Joseph Chester,"72425 Wilson Mall Apt. 339
South Karen, ID 30750",11.83353927,FALSE,10.0, Unmarried,-0.05655903900000001,124.875,13.22208653,0.0,168.6560155,-0.004330466,"Sales|United-States
Separated -- Private|White", Some-college,119704.0,0.0,52.3928967, <=50K,1.4590301,40.0,0.0
